ResponseId,Q3.6,StartDate,EndDate,Status,Progress,DurationSec,Finished,RecordedDate,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,ConsentForm,DemoState,DemoZip,DemoGender,DemoAge,DemoRace,DemoEdu,DemoSalary,PersonalExpYN,EEAttributionNoExper,PersonalExpType,PersonalExpTypeOE,PersonalExpImpact,PersonalExpImpactOE,EEIntensity,EEFrequency,EEAttributionExper,CCHumanCaused,PsyDistClimateGroup,PsyDistNumber,PsyDistLocal,PsyDistFar,PsyDistDevelop,PsyDistImpact,PsyDistEffects,RVResponsibilityLocal1,RVResponsibilityGlobal1,RVInstrumentalLocal1,RVInstrumentalGlobal1,RVGroupIDLocal1,RVGroupIDGlobal1,RVKinshipLocal1,RVKinshipGlobal1,RVPersIDLocal1,RVPersIDGlobal1,RVCareLocal1,RVCareGlobal1,RVProgressLocal1,RVProgressGlobal1,RVResponsibilityGlobal2,RVResponsibilityLocal2,RVInstrumentalGlobal2,RVInstrumentalLocal2,RVGroupIDGlobal2,RVGroupIDLocal2,RVKinshipGlobal2,RVKinshipLocal2,RVPersIDGlobal2,RVPersIDLocal2,RVCareGlobal2,RVCareLocal2,RVProgressGlobal2,RVProgressLocal2,WTPPolicy,EcolEconGrowth,EcolEconRelationship,EcolEconGraphic,Q8.1_FirstClick,Q8.1_LastClick,Q8.1_PageSubmit,Q8.1_ClickCount,Q139_FirstClick,Q139_LastClick,Q139_PageSubmit,Q139_ClickCount,Q9.1_FirstClick,Q9.1_LastClick,Q9.1_PageSubmit,Q9.1_ClickCount,Q10.1_FirstClick,Q10.1_LastClick,Q10.1_PageSubmit,Q10.1_ClickCount,Q11.1_FirstClick,Q11.1_LastClick,Q11.1_PageSubmit,Q11.1_ClickCount,Q12.1_FirstClick,Q12.1_LastClick,Q12.1_PageSubmit,Q12.1_ClickCount,Q13.1_FirstClick,Q13.1_LastClick,Q13.1_PageSubmit,Q13.1_ClickCount,Q14.1_FirstClick,Q14.1_LastClick,Q14.1_PageSubmit,Q14.1_ClickCount,Q138_FirstClick,Q138_LastClick,Q138_PageSubmit,Q138_ClickCount,CCHumanActivity,CCHumanActDeforest,CCHumanActFossil,CCHumanActCigarette,CCHumanActCFC,CCHumanActToxic,CCHumanActNuclear,QuizSciAgree,QuizCarbonLevels,QuizEmissionYear,QuizActDeforest,QuizActFossil,QuizSciAgreeScore,QuizCarbonScore,QuizEmisYearScore,QuizCCHumanActScore,QuizScore,PriorityTerrorist,PriorityEconomy,PriorityHealthcare,PriorityEducation,PriorityEnvironment,PriorityImmigration,PriorityBudget,PriorityClimate,PriorityJob,PriorityMilitary,PriorityRace,PriorityCovid,DemoPresElection,DemoPolitical,Score,opp,RISN,rid,Q_TotalDuration,Q_BallotBoxStuffing,gc,term,wtpValue,Create.New.Field.or.Choose.From.Dropdown...,LS,Q60...Parent.Topics,Q60...Topics,EEAttributionAll,EEExposure,CCDenierOrNot,RVRespGlAll,RVRespLoAll,RVInstruGlAll,RVInstruLoAll,RVGrpIDGlAll,RVGrpIDLoAll,RVKinshipGlAll,RVKinshipLoAll,RVPersIDGlAll,RVPersIDLoAll,RVCareGlAll,RVCareLoAll,RVProgressGlAll,RVProgressLoAll,RVWhichGroup,DemoPol.3GRModSeparate,DemoPol.3Groups,PersonalExpType_wildfire,PersonalExpType_hurricane,PersonalExpType_flood,PersonalExpType_heat,PersonalExpType_drought,PersonalExpType_tornado,PersonalExpType_other,PersonalExpType_total,PersonalExpImpact_smoke,PersonalExpImpact_sheltering,PersonalExpImpact_nearmiss,PersonalExpImpact_evacuate,PersonalExpImpact_livingquarterdamage,PersonalExpImpact_livingquarterlost,PersonalExpImpact_incomelost,PersonalExpImpact_other,PersonalExpImpact_total,EEExposureAll,extremeExperienceYN,EEIntensityAll,wtp,c2,c3,t1a,t1b,t2a,t2b,t3a,t3b,t4,c1,t1,t2,t3,tA,tB,climateTopPriority,EEFrequency_std,EEIntensity_std,EEExposure_std,EEAttributionAll_std,EEAttributionXIntensity,EEAttributionXExposure,EEExposureAll_std,EEIntensityAll_std,DuplicatedZip
R_bd8BoI3UpXZSbdv,NA,12/19/20 3:35,12/19/20 3:49,0,100,826,1,12/19/20 3:49,anonymous,EN,1,NA,0,0,NA,1,New Hampshire,3307,Man,4,White,College (2 or 4 year),6,2,8,NA,NA,NA,NA,NA,NA,NA,1,1,6,4,4,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,6,5,5,5,5,5,6,5,6,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.809,95.245,204.927,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,2,NA,NA,1,NA,NA,80,1,2,1,NA,NA,NA,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,qual2599-0922Wildfire,9492414,5fddd764-6d65-74ec-cfe9-7fa12ebc0770,826,NA,1,NA,125,NA,1017,NA,NA,8,NA,0,5,5,5,5,5,6,5,5,5,5,5,6,5,6,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,NA,NA,NA,0.727147637,NA,NA,-0.850258229,-0.801451504,TRUE
R_USbH8xu7e10I1Rn,NA,12/19/20 9:30,12/19/20 9:45,0,100,925,1,12/19/20 9:45,anonymous,EN,0.8,NA,0,0,NA,1,New Hampshire,3431,Woman,4,White,High school,2,2,2,NA,NA,NA,NA,NA,NA,NA,3,1,2,2,2,2,2,6,7,7,2,6,2,2,7,5,5,3,7,5,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,370.821,370.821,371.796,1,21,2,1,NA,NA,NA,NA,97,4,2,1,1,2,2,2,2,8,4,4,2,3,4,4,3,3,3,NA,2,4,2,1,8,qual2599-0922Wildfire,9402621,5fde2a7d-6dd6-8770-8e82-f771afdb0a3a,925,NA,1,NA,125,NA,873,NA,NA,2,NA,1,7,7,6,2,2,2,5,7,3,5,5,7,7,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,-1.308843557,NA,NA,-0.850258229,-0.801451504,TRUE
R_2S0IHJ36ATyItzi,NA,12/23/20 21:22,12/23/20 21:34,0,100,720,1,12/23/20 21:34,anonymous,EN,0.9,NA,0,0,NA,1,New Hampshire,3431,Woman,1,White,College (2 or 4 year),2,2,5,NA,NA,NA,NA,NA,NA,NA,1,3,10,5,4,4,6,3,7,7,4,4,6,5,4,3,4,4,6,6,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,0,0,223.712,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,2,NA,1,NA,NA,73,4,1,NA,1,NA,2,NA,1,3,3,3,3,3,4,2,2,4,3,2,3,4,3,4,4,qual2599-0922Wildfire,9570376,5fe41765-1a2a-9be0-9577-76bd90f7be10,720,NA,1,NA,145,NA,714,NA,NA,5,NA,0,7,7,4,4,5,6,3,4,4,4,6,6,5,4,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,NA,NA,NA,-0.29084796,NA,NA,-0.850258229,-0.801451504,TRUE
R_2rYIx1dFqPU6g2j,NA,12/24/20 6:15,12/24/20 6:25,0,100,610,1,12/24/20 6:25,anonymous,EN,1,NA,0,0,NA,1,New Hampshire,3431,Man,5,White,High school,3,2,7,NA,NA,NA,NA,NA,NA,NA,1,2,7,5,4,3,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,4,5,5,3,3,2,2,5,6,4,4,1,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,172.581,0,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,1,NA,2,NA,NA,73,3,2,NA,1,NA,NA,2,1,3,3,3,3,3,3,3,2,3,3,2,3,4,3,4,6,qual2599-0922Wildfire,9510206,5fe49491-0f96-f93a-91c9-73dd951ceba7,610,NA,1,NA,225,NA,310,NA,NA,7,NA,0,5,5,4,4,5,5,3,3,2,2,5,6,4,4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,NA,NA,NA,0.387815771,NA,NA,-0.850258229,-0.801451504,TRUE
R_7QE2c7hAqeWgs4F,NA,12/25/20 13:23,12/25/20 13:39,0,100,991,1,12/25/20 13:39,anonymous,EN,1,NA,0,0,NA,1,New Hampshire,3431,Man,4,White,College (2 or 4 year),6,2,1,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,6,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,5,3,4,1,1,1,4,5,6,4,3,1,6,NA,3,NA,NA,NA,NA,18.909,168.368,174.254,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,2,1,NA,NA,NA,NA,90,4,2,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,3,4,4,3,4,4,3,4,2,1,8,qual2599-0922Wildfire,9570376,5fe649e4-aac5-7461-dbc8-5aa07d28b7cc,991,NA,1,NA,165,NA,714,NA,NA,1,NA,1,1,1,5,5,3,4,1,1,1,4,5,6,4,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,-1.648175423,NA,NA,-0.850258229,-0.801451504,TRUE
R_3g17TNY1flcBExj,NA,12/29/20 19:02,12/29/20 19:11,0,100,548,1,12/29/20 19:11,anonymous,EN,1,NA,0,0,NA,1,New Hampshire,3431,Woman,2,White,College (2 or 4 year),3,2,8,NA,NA,NA,NA,NA,NA,NA,1,2,8,6,4,6,5,2,7,7,3,3,6,5,6,7,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.23,3.23,173.749,1,NA,NA,NA,NA,62,NA,2,NA,NA,NA,1,88,4,2,NA,NA,NA,NA,NA,NA,NA,2,3,4,3,4,2,3,4,3,2,3,4,3,6,4,qual2599-0922Wildfire,9610146,5febdfc0-1203-ecee-4c6b-bbe8510c6952,548,NA,1,NA,145,NA,640,NA,NA,8,NA,0,7,7,3,3,5,6,7,6,6,6,6,6,6,6,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,NA,NA,NA,0.727147637,NA,NA,-0.850258229,-0.801451504,TRUE
R_22G2FNJG2IILrHl,9,1/2/21 10:51,1/2/21 11:14,0,100,1393,1,1/2/21 11:14,anonymous,EN,1,NA,0,0,NA,1,New Hampshire,3431,Man,1,White,High school,4,1,NA,3,NA,3,NA,3,NA,9,1,3,10,6,5,4,7,2,7,7,6,7,6,6,5,6,6,6,5,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,189.052,0,NA,NA,NA,NA,21,2,1,NA,NA,NA,NA,95,4,2,NA,NA,NA,NA,NA,NA,NA,4,2,4,4,4,4,3,4,4,2,4,4,3,6,4,qual2599-0922Wildfire,9625650,5ff0b18c-d829-c9c1-2cd1-fa671022d9eb,1393,NA,1,NA,165,NA,491,NA,NA,9,NA,0,7,7,7,6,6,6,6,5,6,6,6,5,6,6,1,3,3,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,NA,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,NA,-0.686072606,NA,1.066479503,27,NA,NA,0.238899104,TRUE
R_wO9GyK7lwLlhu6t,NA,1/13/21 15:35,1/13/21 15:48,0,100,725,1,1/13/21 15:48,anonymous,EN,1,NA,0,0,NA,1,New Hampshire,3431,Man,6,White,College (2 or 4 year),4,2,8,NA,NA,NA,NA,NA,NA,NA,1,2,8,6,2,2,5,2,6,6,3,2,6,6,2,2,2,2,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,168.762,0,NA,NA,NA,NA,21,2,1,NA,NA,NA,NA,97,4,2,NA,NA,NA,NA,NA,NA,NA,4,3,3,2,3,2,2,3,2,3,3,4,3,4,7,qual2599-0922Wildfire,9712927,5fff7559-47d9-8fc5-f603-4b677a353864,725,NA,1,NA,125,NA,965,NA,NA,8,NA,0,6,6,2,3,6,6,2,2,2,2,4,4,4,4,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,NA,NA,NA,0.727147637,NA,NA,-0.850258229,-0.801451504,TRUE
R_Bz7TFM7AInnMqgp,NA,1/14/21 8:44,1/14/21 9:42,0,100,3463,1,1/14/21 9:42,anonymous,EN,1,NA,0,0,NA,1,New Hampshire,3431,Woman,6,White,High school,2,2,1,NA,NA,NA,NA,NA,NA,NA,2,1,6,4,7,7,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,NA,3,NA,NA,NA,NA,12.854,168.325,169.449,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,2,NA,1,NA,NA,NA,100,4,5,NA,NA,NA,NA,NA,NA,NA,4,4,1,4,4,1,1,4,4,4,4,4,1,4,2,qual2599-0922Wildfire,9730748,60006713-7e07-77d4-524a-1505d9a6967e,3463,NA,1,NA,125,NA,287,NA,NA,1,NA,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,-1.648175423,NA,NA,-0.850258229,-0.801451504,TRUE
R_3KpePsJQGIgmepW,NA,1/1/21 15:44,1/1/21 15:57,0,100,774,1,1/1/21 15:57,anonymous,EN,0.9,NA,0,0,NA,1,New Hampshire,3446,Man,6,White,High school,3,2,10,NA,NA,NA,NA,NA,NA,NA,1,3,10,5,7,6,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,2,2,7,5,5,5,5,5,7,7,5,5,1,1,1,NA,0,0,85.926,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1,2,NA,NA,NA,NA,85,4,2,NA,NA,NA,NA,NA,NA,NA,4,3,4,3,4,3,3,4,3,3,3,4,3,5,5,qual2599-0922Wildfire,9625650,5fefa5f8-32e8-0a28-7dc9-50062e61bc9d,774,NA,1,NA,125,NA,491,NA,NA,10,NA,0,7,7,2,2,7,5,5,5,5,5,7,7,5,5,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,1.405811368,NA,NA,-0.850258229,-0.801451504,TRUE
R_2VaMdL2rEpZauGP,NA,12/31/20 11:36,12/31/20 11:56,0,100,1187,1,12/31/20 11:56,anonymous,EN,1,NA,0,0,NA,1,New Hampshire,3451,Woman,2,White,College (2 or 4 year),5,2,9,NA,NA,NA,NA,NA,NA,NA,1,3,10,7,1,2,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,1,1,7,7,7,7,5,5,7,7,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.266,3.266,183.113,1,NA,NA,NA,NA,42,NA,2,NA,1,NA,NA,90,4,2,NA,NA,NA,NA,NA,NA,NA,2,3,4,3,4,2,3,4,3,2,3,4,3,6,5,qual2599-0922Wildfire,9610146,5fee1a3b-1f26-cf41-1903-78bd740ff5f0,1187,NA,1,NA,5,NA,640,NA,NA,9,NA,0,7,7,1,1,7,7,7,7,5,5,7,7,1,1,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,NA,NA,NA,1.066479503,NA,NA,-0.850258229,-0.801451504,TRUE
R_ysVxngKVRMrbXCV,NA,1/2/21 14:25,1/2/21 14:33,0,100,492,1,1/2/21 14:33,anonymous,EN,0.9,NA,0,0,NA,1,New Hampshire,3458,Woman,3,White,College (2 or 4 year),5,2,7,NA,NA,NA,NA,NA,NA,NA,1,3,10,6,7,6,5,1,7,7,1,1,4,4,7,7,4,4,7,7,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,11.803,0,NA,NA,NA,NA,12,1,2,NA,NA,NA,NA,96,4,2,NA,NA,NA,NA,NA,NA,NA,3,3,4,3,4,2,3,4,3,3,4,4,3,5,7,qual2599-0922Wildfire,9625650,5ff0e4a0-4765-3ab8-e626-a07af4a14b87,492,NA,1,NA,45,NA,491,NA,NA,7,NA,0,7,7,1,1,4,4,7,7,4,4,7,7,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,NA,NA,NA,0.387815771,NA,NA,-0.850258229,-0.801451504,TRUE
R_2afCldVovJcCjDn,NA,12/29/20 21:48,12/29/20 22:03,0,100,947,1,12/29/20 22:03,anonymous,EN,1,NA,0,0,NA,1,New Hampshire,3461,Woman,6,White,College (2 or 4 year),4,2,5,NA,NA,NA,NA,NA,NA,NA,2,1,5,6,6,6,6,3,5,5,4,4,5,5,5,5,6,6,3,5,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,0,0,183.149,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1,2,NA,NA,NA,NA,97,4,2,NA,NA,NA,NA,NA,NA,NA,4,4,4,3,4,3,3,3,4,3,4,4,1,7,3,qual2599-0922Wildfire,9610146,5fec064e-8e48-5339-8c29-b0c4d79de2a9,947,NA,1,NA,165,NA,640,NA,NA,5,NA,1,5,5,4,4,5,5,5,5,6,6,5,3,6,6,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,NA,NA,NA,-0.29084796,NA,NA,-0.850258229,-0.801451504,TRUE
R_2BhXXrdHRikDuDQ,NA,1/1/21 8:48,1/1/21 9:00,0,100,683,1,1/1/21 9:00,anonymous,EN,1,NA,0,0,NA,1,New Hampshire,3461,Woman,5,White,High school,1,2,10,NA,NA,NA,NA,NA,NA,NA,1,1,6,4,4,2,6,NA,7,6,4,4,4,6,7,7,7,7,7,7,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,173.096,173.096,173.909,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,2,1,NA,NA,NA,NA,77,4,2,NA,NA,NA,NA,NA,NA,NA,3,3,4,4,4,2,2,4,4,4,3,4,3,6,5,qual2599-0922Wildfire,9570376,5fef4459-915e-81a1-ef6f-2d6a9dd394b7,683,NA,1,NA,105,NA,714,NA,NA,10,NA,0,6,7,4,4,6,4,7,7,7,7,7,7,6,7,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,1.405811368,NA,NA,-0.850258229,-0.801451504,TRUE
R_25YrEhOaAAMG6lj,NA,1/1/21 15:50,1/1/21 16:11,0,100,1272,1,1/1/21 16:11,anonymous,EN,0.9,NA,0,0,NA,1,New Hampshire,3461,Man,6,White,College (2 or 4 year),5,2,1,NA,NA,NA,NA,NA,NA,NA,2,1,5,4,4,4,4,4,7,7,1,1,6,6,7,7,7,7,7,7,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,275.505,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,1,NA,2,NA,NA,80,4,2,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,3,4,3,3,4,4,3,3,2,1,6,qual2599-0922Wildfire,9625650,5fefa71a-20ce-c0ae-2c04-6f640294ccb7,1272,NA,1,NA,105,NA,491,NA,NA,1,NA,1,7,7,1,1,6,6,7,7,7,7,7,7,6,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,NA,NA,NA,-1.648175423,NA,NA,-0.850258229,-0.801451504,TRUE
R_3GfThK7EQlvMii9,NA,1/1/21 21:31,1/1/21 21:48,0,100,973,1,1/1/21 21:48,anonymous,EN,1,NA,0,0,NA,1,New Hampshire,3461,Woman,1,White,College (2 or 4 year),2,2,9,NA,NA,NA,NA,NA,NA,NA,1,3,9,5,6,7,4,1,7,7,6,6,4,7,5,5,6,7,5,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.584,172.352,173.254,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,1,NA,NA,2,NA,80,4,2,NA,NA,NA,NA,NA,NA,NA,4,3,4,4,4,4,3,4,4,2,4,4,3,6,5,qual2599-0922Wildfire,9625650,5feff712-9356-112b-b2f7-a813a0188cf3,973,NA,1,NA,65,NA,491,NA,NA,9,NA,0,7,7,6,6,7,4,5,5,7,6,7,5,7,7,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,NA,NA,NA,1.066479503,NA,NA,-0.850258229,-0.801451504,TRUE
R_3ENiHAj5UcZkLlg,NA,1/3/21 5:17,1/3/21 5:28,0,100,643,1,1/3/21 5:28,anonymous,EN,1,NA,0,0,NA,1,New Hampshire,3461,Man,3,White,High school,3,2,7,NA,NA,NA,NA,NA,NA,NA,1,2,7,5,4,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3,3,5,5,5,5,5,5,6,7,5,5,1,3,NA,3,NA,NA,NA,NA,8.84,150.077,150.647,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,2,NA,NA,NA,1,81,3,2,NA,NA,NA,NA,NA,NA,NA,4,3,4,4,4,3,4,4,4,4,4,4,1,4,4,qual2599-0922Wildfire,9625650,5ff1b611-9496-ad96-9fc9-ebef50d62931,643,NA,1,NA,125,NA,491,NA,NA,7,NA,0,5,3,3,3,5,5,5,5,5,5,6,7,5,5,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,0.387815771,NA,NA,-0.850258229,-0.801451504,TRUE
R_OQezjsoURkMdtrr,NA,12/22/20 20:01,12/22/20 20:10,0,100,500,1,12/22/20 20:10,anonymous,EN,0.9,NA,0,0,NA,1,New Hampshire,3465,Woman,1,"Spanish, Hispanic, or Latino",Pre-high school,1,2,1,NA,NA,NA,NA,NA,NA,NA,3,1,1,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,6,2,3,6,4,4,1,1,3,3,3,6,1,2,2,NA,NA,NA,NA,NA,0,0,143.025,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,2,NA,NA,NA,1,66,1,2,NA,1,NA,NA,2,1,3,4,3,3,3,1,2,2,2,4,3,3,2,1,1,3,qual2599-0922Wildfire,9492414,5fe2b34b-64c8-d7d3-f69d-9d707fc4c104,500,NA,1,NA,105,NA,1017,NA,NA,1,NA,1,2,4,6,2,3,6,4,4,1,1,3,3,3,6,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,-1.648175423,NA,NA,-0.850258229,-0.801451504,TRUE
